Timestamp,Pitch,Q,Roll,DegC,Conductivity,Turbidity,mg/L,uM,Level,Dayofweek,Hourofday,Month,,
2016-12-08T12:00:00,0.121846154,-48.59130769,0.031230769,33.48090909,,,0.341,24.35,10.42076923,3,12,12,,
2016-12-08T16:00:00,0.109083333,41.28220833,0.02675,31.42421053,,,0.448,32,10.69458333,3,16,12,,375.7
2016-12-08T20:00:00,0.10325,94.51175,0.0275,29.44181818,,0.5,0.253,18.05,9.792083333,3,20,12,,
2016-12-09T00:00:00,0.111104167,50.49304167,0.026208333,27.93444444,,8.252272727,0.06,4.25,9.547083333,4,0,12,,
2016-12-09T04:00:00,0.118958333,6.474333333,0.024916667,27.42052632,,16.00454545,0.32425,23.15,10.43291667,4,4,12,,
2016-12-09T08:00:00,0.1116,73.4196,0.0286,33.96,,23.75681818,0.207,14.8,9.875,4,8,12,,
2016-12-09T12:00:00,0.115714286,-54.60542857,0.031857143,34.08789474,,31.50909091,0.159,11.32,9.898333333,4,12,12,,
2016-12-09T16:00:00,0.101791667,11.091625,0.025791667,31.32705882,,39.26136364,0.51075,36.475,10.75083333,4,16,12,,
2016-12-09T20:00:00,0.095375,81.6985,0.02425,28.55458333,,47.01363636,0.3065,21.9,9.916666667,4,20,12,,
2016-12-10T00:00:00,0.1058875,22.239525,0.025075,26.11666667,,54.76590909,0.324625,23.2,9.365833333,5,0,12,,
2016-12-10T04:00:00,0.1164,-37.21945,0.0259,25.98714286,,62.51818182,0.34275,24.5,10.51875,5,4,12,,
2016-12-10T08:00:00,0.107153846,41.15746154,0.024615385,31.84045455,,70.27045455,0.282,20.13333333,10.14708333,5,8,12,,
2016-12-10T12:00:00,0.1,-57.711,0.03,33.72578947,,78.02272727,0.173,12.3,9.690833333,5,12,12,,
2016-12-10T16:00:00,0.098125,-32.95454167,0.026791667,31.481,,85.775,0.4885,34.875,10.75875,5,16,12,,
2016-12-10T20:00:00,0.096916667,72.794,0.025,29.36458333,,143.62,0.321666667,22.96666667,10.11666667,5,20,12,,
2016-12-11T00:00:00,0.104958333,-10.52611765,0.024647059,28.14684211,,201.465,0.366,26.13333333,9.322916667,6,0,12,,
2016-12-11T04:00:00,0.113,-93.84623529,0.024294118,27.35454545,,259.31,0.410333333,29.3,10.49541667,6,4,12,,
2016-12-11T08:00:00,0.10365,55.8777,0.02115,31.5025,,317.155,0.42825,30.575,10.54625,6,8,12,,
2016-12-11T12:00:00,0.102234091,-7.481286364,0.021984091,32.5715,,375,0.415375,29.6625,9.663333333,6,12,12,,
2016-12-11T16:00:00,0.100818182,-70.84027273,0.022818182,29.78333333,,,0.4025,28.75,10.69666667,6,16,12,,
2016-12-11T20:00:00,0.104705882,85.98358824,0.022294118,27.73625,,375.7,0.363,25.9,10.43583333,6,20,12,,
2016-12-12T00:00:00,0.112602941,-28.39352731,0.021504202,26.89375,,1.4,0.336166667,24,9.415416667,0,0,12,,
2016-12-12T04:00:00,0.1205,-142.7706429,0.020714286,26.14416667,,2.8,0.309333333,22.1,10.34041667,0,4,12,,
2016-12-12T08:00:00,0.111791667,58.61191667,0.019208333,27.15619048,,2.747777778,0.5425,38.75,11.05875,0,8,12,,
2016-12-12T12:00:00,0.1165,105.41975,0.02325,29.767,,2.695555556,0.2025,14.45,9.83125,0,12,12,,
2016-12-12T16:00:00,0.120058824,-75.02647059,0.020529412,29.15130435,,2.643333333,0.2315,16.5,10.425,0,16,12,,
2016-12-12T20:00:00,0.116,77.112,0.021285714,27.259,,2.591111111,0.276,19.725,10.61833333,0,20,12,,
2016-12-13T00:00:00,0.121625,-24.54395833,0.020892857,27.06631579,,2.538888889,0.238,17,9.543333333,1,0,12,,
2016-12-13T04:00:00,0.12725,-126.1999167,0.0205,27.07619048,,2.486666667,0.4075,29.1,10.11541667,1,4,12,,
2016-12-13T08:00:00,0.113416667,25.039,0.015958333,28.00166667,,2.434444444,0.452,32.25,11.34833333,1,8,12,,
2016-12-13T12:00:00,0.126666667,140.0885,0.0205,30.25130435,,2.382222222,0.485666667,34.66666667,10.18041667,1,12,12,,
2016-12-13T16:00:00,0.131538462,-60.05607692,0.020692308,29.302,,2.33,0.892,63.66666667,10.17583333,1,16,12,,
2016-12-13T20:00:00,0.1315,61.24391667,0.021583333,27.7325,,2.277777778,0.75925,54.2,10.7325,1,20,12,,
2016-12-14T00:00:00,0.103,50.235,0.053,27.08833333,,2.225555555,0.79,56.4,9.675833333,2,0,12,,
2016-12-14T04:00:00,0.136142857,-135.0285714,0.022285714,26.83473684,,2.173333333,0.5295,37.85,9.801666667,2,4,12,,
2016-12-14T08:00:00,0.121291667,-35.57054167,0.01375,29.17333333,,2.121111111,0.6585,47,11.39458333,2,8,12,,
2016-12-14T12:00:00,0.128555556,141.8319444,0.020944444,31.29333333,,2.068888889,0.594,42.4,10.51083333,2,12,12,,
2016-12-14T16:00:00,0.131625,-47.2535,0.021125,30.05190476,,2.016666667,0.4825,34.45,9.970833333,2,16,12,,
2016-12-14T20:00:00,0.132875,30.30529167,0.022416667,28.28315789,,1.964444444,0.502,35.85,10.6975,2,20,12,,
2016-12-15T00:00:00,0.12825,93.83575,0.03075,27.46047619,,1.912222222,0.389,27.8,9.769583333,3,0,12,,
2016-12-15T04:00:00,0.14,-119.355,0.02,26.57176471,,1.86,0.292,20.8,9.504166667,3,4,12,,
2016-12-15T08:00:00,0.123666667,-93.10641667,0.017125,31.105,,1.807777778,0.56675,40.475,11.18041667,3,8,12,,
2016-12-15T12:00:00,0.122363636,142.8277273,0.0235,33.02875,,1.755555555,0.501,35.775,10.73416667,3,12,12,,
2016-12-15T16:00:00,0.117,-28.349,0.0215,30.97,,1.703333333,0.2765,19.75,9.834166667,3,16,12,,
2016-12-15T20:00:00,0.12475,5.098541667,0.026416667,28.63333333,,1.651111111,0.288,20.55,10.50333333,3,20,12,,
2016-12-16T00:00:00,0.124,74.49583333,0.026,26.90521739,,1.598888889,0.242,17.25,9.8575,4,0,12,,
2016-12-16T04:00:00,0.122761905,-19.48908333,0.024738095,26.7025,,1.546666666,0.32175,22.9625,9.357916667,4,4,12,,
2016-12-16T08:00:00,0.12152381,-113.474,0.02347619,32.26181818,,1.494444444,0.4015,28.675,10.8175,4,8,12,,
2016-12-16T12:00:00,0.116625,114.94925,0.023833333,33.67590909,10794.75,1.442222222,0.3335,23.7975,10.92291667,4,12,12,,
2016-12-16T16:00:00,0.113333333,94.29133333,0.046666667,31.5565,1657.5,1.39,0.0535,3.83,9.847916667,4,16,12,,
2016-12-16T20:00:00,0.121222222,-5.407555556,0.025388889,29.425,1553.75,1.337777777,0.0585,4.1875,10.25625,4,20,12,,
2016-12-17T00:00:00,0.119888889,54.46822222,0.028111111,28.11,831,1.285555555,0.054666667,3.886666667,9.992916667,5,0,12,,
2016-12-17T04:00:00,0.12120915,-20.81950654,0.027849673,27.51333333,4118,1.233333333,0.111166667,7.918333333,9.378333333,5,4,12,,
2016-12-17T08:00:00,0.122529412,-96.10723529,0.027588235,32.80333333,7405,2.466666667,0.167666667,11.95,10.45583333,5,8,12,,
2016-12-17T12:00:00,0.110708333,62.46833333,0.024583333,34.3605,21294.25,2.416847826,0.08525,6.0775,11.00541667,5,12,12,,
2016-12-17T16:00:00,0.116625,84.02875,0.033375,32.32894737,2872,2.367028986,0.055333333,3.943333333,9.987083333,5,16,12,,
2016-12-17T20:00:00,0.12,-11.6338,0.0206,29.99066667,1111.333333,2.317210145,0.059,4.236666667,9.97375,5,20,12,,
2016-12-18T00:00:00,0.120583333,25.42508333,0.026166667,28.70733333,931.25,2.267391305,0.057,4.0525,10.07583333,6,0,12,,
2016-12-18T04:00:00,0.124458333,-19.49291667,0.028083333,28.20571429,2260.625,2.217572464,0.061833333,4.397916667,9.51,6,4,12,,
2016-12-18T08:00:00,0.128333333,-64.41091667,0.03,33.58166667,3590,2.167753623,0.066666667,4.743333333,10.10625,6,8,12,,
2016-12-18T12:00:00,0.113875,15.59425,0.02925,34.585,19612.25,2.117934783,0.08025,5.7225,10.94666667,6,12,12,,
2016-12-18T16:00:00,0.117428571,97.00557143,0.030714286,32.01652174,6208.75,2.068115942,0.061,4.35,10.22583333,6,16,12,,
2016-12-18T20:00:00,0.120357143,56.4485,0.030357143,29.606,768,2.018297102,0.061,4.37,9.76375,6,20,12,,
2016-12-19T00:00:00,0.123285714,15.89142857,0.03,28.56909091,897.75,1.968478261,0.05975,4.26,10.04333333,0,0,12,,
2016-12-19T04:00:00,0.128142857,-9.885910714,0.030375,28.2525,461.5,1.918659421,0.0585,4.16,9.788333333,0,4,12,,
2016-12-19T08:00:00,0.133,-35.66325,0.03075,33.51947368,2485.5,1.86884058,0.059,4.21,9.9725,0,8,12,,
2016-12-19T12:00:00,0.116625,-23.05954167,0.031,33.32466667,15105.25,1.819021739,0.06925,4.945,10.81208333,0,12,12,,
2016-12-19T16:00:00,0.11295,86.44325,0.0313,31.155,11320.75,1.769202899,0.06075,4.34,10.45291667,0,16,12,,
2016-12-19T20:00:00,0.121025,43.188975,0.03035,29.95,1119,1.719384058,0.06,4.28,9.719166667,0,20,12,,
2016-12-20T00:00:00,0.1291,-0.0653,0.0294,28.19,1050.666667,1.669565218,0.061,4.35,10.00666667,1,0,12,,
2016-12-20T04:00:00,0.128214286,10.8245,0.028714286,27.607,847,1.619746377,0.05875,4.21,10.12083333,1,4,12,,
2016-12-20T08:00:00,0.132,-13.01166667,0.032333333,33.50636364,389.75,1.569927536,0.08275,5.925,9.94375,1,8,12,,
2016-12-20T12:00:00,0.122333333,-37.8635,0.032083333,33.965,8650.5,1.520108696,0.05525,3.95,10.57333333,1,12,12,,
2016-12-20T16:00:00,0.111583333,46.36020833,0.029875,31.52473684,10880,1.470289855,0.06325,4.52,10.63,1,16,12,,
2016-12-20T20:00:00,0.1,60.775,0.0415,29.84705882,1282,1.420471015,0.061,4.355,9.789583333,1,20,12,,
2016-12-21T00:00:00,0.1346,-27.53,0.0282,27.85526316,1080,1.370652174,0.058,4.145,9.853333333,2,0,12,,
2016-12-21T04:00:00,0.129333333,9.869458333,0.029875,27.493,2266.75,1.320833333,0.0595,4.24,10.36583333,2,4,12,,
2016-12-21T08:00:00,0.124333333,20.35733333,0.032333333,30.73363636,541.5,1.271014493,0.08,5.7275,10.02958333,2,8,12,,
2016-12-21T12:00:00,0.12375,-33.48245,0.03485,32.89235294,4401.25,1.221195652,0.0575,4.0925,10.33708333,2,12,12,,
2016-12-21T16:00:00,0.114083333,46.08354167,0.031125,31.145625,12555,1.171376812,0.061,4.36,10.70083333,2,16,12,,
2016-12-21T20:00:00,0.110142857,65.69185714,0.032857143,28.72545455,2705,1.121557971,0.063,4.5,9.895833333,2,20,12,,
2016-12-22T00:00:00,0.120592262,32.27940774,0.031241071,26.656,589,1.071739131,0.062,4.43,9.665833333,3,0,12,,
2016-12-22T04:00:00,0.131041667,-1.133041667,0.029625,25.95933333,4041.5,1.02192029,0.05975,4.28,10.43125,3,4,12,,
2016-12-22T08:00:00,0.127230769,41.73,0.031307692,32.94473684,1616.25,0.972101449,0.0775,5.5275,10.12791667,3,8,12,,
2016-12-22T12:00:00,0.1276,-31.4778,0.0394,33.01055556,1336.25,0.922282609,0.0535,3.815,10.08583333,3,12,12,,
2016-12-22T16:00:00,0.117333333,12.73520833,0.032875,31.33375,11905,0.872463768,0.05875,4.2,10.65791667,3,16,12,,
2016-12-22T20:00:00,0.115,71.682375,0.0305,29.08375,2345.333333,0.822644928,0.056333333,4.033333333,9.957083333,3,20,12,,
2016-12-23T00:00:00,0.122452381,21.64311607,0.030321429,27.14647059,4811.666667,0.772826087,0.059541667,4.259166667,9.544583333,4,0,12,,
2016-12-23T04:00:00,0.129904762,-28.39614286,0.030142857,26.55333333,7278,0.723007246,0.06275,4.485,10.49208333,4,4,12,,
2016-12-23T08:00:00,0.123842105,47.36931579,0.029315789,30.02894737,7676.75,0.673188406,0.06325,4.53,10.36458333,4,8,12,,
2016-12-23T12:00:00,0.133833333,-21.51983333,0.03,31.68,1215.25,0.623369565,0.059,4.22,9.97625,4,12,12,,
2016-12-23T16:00:00,0.123791667,-1.383875,0.030541667,31.18611111,12969.5,0.573550725,0.0615,4.41,10.6075,4,16,12,,
2016-12-23T20:00:00,0.121818182,70.23345455,0.029363636,29.06304348,5267.666667,0.523731884,0.061666667,4.43,10.06291667,4,20,12,,
2016-12-24T00:00:00,0.127659091,12.12720227,0.029681818,27.79888889,6999.208333,0.473913044,0.062583333,4.47625,9.51375,5,0,12,,
2016-12-24T04:00:00,0.1335,-45.97905,0.03,27.062,8730.75,0.424094203,0.0635,4.5225,10.49458333,5,4,12,,
2016-12-24T08:00:00,0.126173913,40.94213043,0.029217391,31.4685,12620,0.374275362,0.08175,5.84,10.52958333,5,8,12,,
2016-12-24T12:00:00,0.13,-24.8505,0.0265,32.47176471,1560.75,0.324456522,0.05925,4.225,9.934166667,5,12,12,,
2016-12-24T16:00:00,0.126833333,-13.838125,0.02975,30.67944444,11598.75,0.274637681,0.062,4.4325,10.56791667,5,16,12,,
2016-12-24T20:00:00,0.125692308,91.01707692,0.029846154,28.32583333,5443.25,0.224818841,0.06225,4.445,10.17125,5,20,12,,
2016-12-25T00:00:00,0.130373932,13.80503846,0.030200855,27.14277778,6448.25,0.175,0.06175,4.41,9.47875,6,0,12,,
2016-12-25T04:00:00,0.135055556,-63.407,0.030555556,26.71954545,7453.25,0.35,0.06125,4.375,10.43416667,6,4,12,,
2016-12-25T08:00:00,0.127833333,45.58020833,0.028166667,30.87631579,16788,0.546666667,0.10925,7.805,10.67791667,6,8,12,,
2016-12-25T12:00:00,0.1185,60.662,0.0365,32.24,2195.25,0.743333333,0.064,4.5775,9.924583333,6,12,12,,
2016-12-25T16:00:00,0.129869565,-15.6873913,0.030434783,30.96166667,8776.5,0.94,0.06325,4.5125,10.44875,6,16,12,,
2016-12-25T20:00:00,0.126714286,76.92842857,0.029,28.51818182,6041,1.136666666,0.0655,4.675,10.20666667,6,20,12,,
2016-12-26T00:00:00,0.132490476,0.419747619,0.0296,27.10526316,7046.833333,1.333333333,0.063583333,4.540833333,9.441666667,0,0,12,,
2016-12-26T04:00:00,0.138266667,-76.08893333,0.0302,26.805,8052.666667,2.666666667,0.061666667,4.406666667,10.32541667,0,4,12,,
2016-12-26T08:00:00,0.126291667,36.63033333,0.029458333,32.75736842,21581.75,2.5,0.38725,27.645,10.80958333,0,8,12,,
2016-12-26T12:00:00,0.128,77.8502,0.0272,33.52736842,3347.25,2.333333333,0.06025,4.305,9.95625,0,12,12,,
2016-12-26T16:00:00,0.12815,-15.23635,0.03355,31.60368421,6870.75,2.166666667,0.062,4.445,10.36333333,0,16,12,,
2016-12-26T20:00:00,0.1234,78.7164,0.030066667,28.725,6671.25,2,0.0665,4.7575,10.25583333,0,20,12,,
2016-12-27T00:00:00,0.130161538,-2.810223077,0.030148718,27.08777778,6464.125,1.833333333,0.071916667,5.142083333,9.433333333,1,0,12,,
2016-12-27T04:00:00,0.136923077,-84.33684615,0.030230769,26.36958333,6257,3.666666667,0.077333333,5.526666667,10.17041667,1,4,12,,
2016-12-27T08:00:00,0.120916667,22.05129167,0.02725,31.485,25229.25,3.618333334,0.42525,30.3375,10.93416667,1,8,12,,
2016-12-27T12:00:00,0.123375,85.126625,0.0275,32.98842105,6314,3.57,0.134666667,9.606666667,10.02541667,1,12,12,,
2016-12-27T16:00:00,0.126875,-23.540625,0.0301875,31.1715,6351.25,3.521666667,0.06375,4.535,10.27375,1,16,12,,
2016-12-27T20:00:00,0.122684211,70.29110526,0.031789474,29.48473684,8143.5,3.473333333,0.0655,4.6775,10.34541667,1,20,12,,
2016-12-28T00:00:00,0.129569378,-10.4432201,0.0310311,28.39333333,7640.5,3.425,0.0635,4.53125,9.471666667,2,0,12,,
2016-12-28T04:00:00,0.136454545,-91.17754545,0.030272727,27.47,7137.5,6.85,0.0615,4.385,10.02875,2,4,12,,
2016-12-28T08:00:00,0.119125,-3.977083333,0.02775,32.305,27348.75,1.575,0.33625,24.0075,11.00791667,2,8,12,,
2016-12-28T12:00:00,0.122090909,83.15163636,0.029090909,33.0765,8161.5,1.99,0.0635,4.5275,10.1225,2,12,12,,
2016-12-28T16:00:00,0.120230769,-25.40961538,0.029769231,31.46777778,5585.75,2.405,0.064,4.565,10.15833333,2,16,12,,
2016-12-28T20:00:00,0.12105,54.70465,0.0315,28.93368421,9613,2.82,0.0705,5.0425,10.38625,2,20,12,,
2016-12-29T00:00:00,0.127775,-20.0243,0.0309375,28.04789474,1430,3.235,0.065,4.61,9.51125,3,0,12,,
2016-12-29T04:00:00,0.1345,-94.75325,0.030375,27.48652174,4763.5,3.65,0.0645,4.595,9.867916667,3,4,12,,
2016-12-29T08:00:00,0.11975,-19.97558333,0.02625,31.65619048,28286.25,1.95,0.44025,31.425,11.04708333,3,8,12,,
2016-12-29T12:00:00,0.123,104.7973333,0.030333333,32.14652174,11802.5,2.62,0.17475,12.4525,10.24916667,3,12,12,,
2016-12-29T16:00:00,0.121909091,-28.73272727,0.029454545,31.14294118,5215.5,3.29,0.06425,4.5825,10.08833333,3,16,12,,
2016-12-29T20:00:00,0.123181818,59.50872727,0.030272727,29.42066667,10717,3.96,0.0685,4.9125,10.43208333,3,20,12,,
2016-12-30T00:00:00,0.132590909,-15.34573636,0.030736364,28.21571429,2314,4.63,0.066,4.7,9.589583333,4,0,12,,
2016-12-30T04:00:00,0.142,-90.2002,0.0312,27.15428571,4329,5.3,0.07,4.97,9.687083333,4,4,12,,
2016-12-30T08:00:00,0.120375,-34.59241667,0.027041667,33.38473684,26281.75,3.225,0.42,29.975,11.00791667,4,8,12,,
2016-12-30T12:00:00,0.117705882,107.7478235,0.029647059,34.79791667,15746.75,3.054166667,0.0695,4.9575,10.36708333,4,12,12,,
2016-12-30T16:00:00,0.116857143,-18.06428571,0.029142857,32.15833333,4353.75,2.883333333,0.0675,4.8225,9.974583333,4,16,12,,
2016-12-30T20:00:00,0.117041667,46.96541667,0.030541667,30.0075,10440,2.7125,0.06875,4.9225,10.40875,4,20,12,,
2016-12-31T00:00:00,0.128520833,-12.62604167,0.030270833,28.62136364,3152,2.541666667,0.067,4.8,9.66375,5,0,12,,
2016-12-31T04:00:00,0.14,-72.2175,0.03,27.5935,2924,2.370833333,0.068,4.87,9.562916667,5,4,12,,
2016-12-31T08:00:00,0.118875,-50.23441667,0.029041667,33.333,22441.25,2.2,0.24125,17.215,10.88791667,5,8,12,,
2016-12-31T12:00:00,0.11355,99.87815,0.02945,34.73681818,19381.5,1.9575,0.072,5.145,10.4825,5,12,12,,
2016-12-31T16:00:00,0.11,-13.079,0.025,32.34,4205.333333,1.715,0.061666667,4.39,9.91375,5,16,12,,
2016-12-31T20:00:00,0.112958333,30.278625,0.03,29.886,9950,1.4725,0.06725,4.79,10.36958333,5,20,12,,
2017-01-01T00:00:00,0.107666667,80.698,0.035666667,28.29304348,3608.5,1.23,0.0655,4.68,9.780416667,6,0,1,,
2017-01-01T04:00:00,0.113674242,9.242272727,0.033037879,27.62444444,11049.875,0.9875,0.16675,11.90125,9.455,6,4,1,,
2017-01-01T08:00:00,0.119681818,-62.21345455,0.030409091,34.54833333,18491.25,1.975,0.268,19.1225,10.70375,6,8,1,,
2017-01-01T12:00:00,0.110166667,88.25670833,0.029916667,35.21,23792.5,1.61,0.0725,5.1525,10.61958333,6,12,1,,
2017-01-01T16:00:00,0.09,76.012,0.05,32.86411765,5248.333333,1.245,0.066666667,4.776666667,9.895416667,6,16,1,,
2017-01-01T20:00:00,0.1194,22.97465,0.0291,30.91181818,8090,0.88,0.0655,4.68,10.24333333,6,20,1,,
2017-01-02T00:00:00,0.113333333,86.89916667,0.035,29.49869565,6024.5,0.515,0.0705,5.025,9.882083333,0,0,1,,
2017-01-02T04:00:00,0.117192982,15.06471491,0.033078947,28.88,10381.125,0.15,0.11975,8.5425,9.45125,0,4,1,,
2017-01-02T08:00:00,0.121052632,-56.76973684,0.031157895,31.77272727,14737.75,0.3,0.169,12.06,10.4875,0,8,1,,
2017-01-02T12:00:00,0.110958333,81.99583333,0.028916667,34.49882353,25587,0.291666667,0.23225,16.5675,10.71333333,0,12,1,,
2017-01-02T16:00:00,0.11325,94.02225,0.031,30.84153846,5710.5,0.283333334,0.0655,4.6725,9.944166667,0,16,1,,
2017-01-02T20:00:00,0.1297,12.3065,0.0276,29.17,1924.5,0.275,0.068,4.84,10.05416667,0,20,1,,
2017-01-03T00:00:00,0.1242,45.1201,0.0337,27.998,1628,0.266666667,0.066333333,4.74,9.999166667,1,0,1,,
2017-01-03T04:00:00,0.129533333,-0.53935,0.033116667,27.70571429,4495,3.716666667,0.108,7.713333333,9.525,1,4,1,,
2017-01-03T08:00:00,0.134866667,-46.1988,0.032533333,31.39571429,7362,7.166666667,0.149666667,10.68666667,10.2475,1,8,1,,
2017-01-03T12:00:00,0.121791667,69.37570833,0.031666667,33.55375,16291.25,1.575,0.1495,10.6825,10.7525,1,12,1,,
2017-01-03T16:00:00,0.128153846,112.412,0.030461538,29.67117647,726.25,82.125,0.0715,5.0975,10.14333333,1,16,1,,
2017-01-03T20:00:00,0.137451923,70.54991667,0.029689103,28.657,254.75,121.1,0.06725,4.8125,9.884166667,1,20,1,,
2017-01-04T00:00:00,0.14675,28.68783333,0.028916667,28.16111111,230.45,95.375,0.0705,5.0275,10.09,2,0,1,,
2017-01-04T04:00:00,0.149238636,-4.556219697,0.030185606,27.774,166.8,101,0.072,5.16,9.74625,2,4,1,,
2017-01-04T08:00:00,0.151727273,-37.80027273,0.031454545,31.03210526,452.3333333,50.63333333,0.072,5.143333333,10.07291667,2,8,1,,
2017-01-04T12:00:00,0.150125,0.024583333,0.032708333,33.61083333,899,52.325,0.3615,25.785,10.71875,2,12,1,,
2017-01-04T16:00:00,0.149375,58.2181875,0.0315625,30.83571429,403.525,31.35,0.07025,5.0075,10.25708333,2,16,1,,
2017-01-04T20:00:00,0.148254167,35.49766042,0.031114583,28.6975,160.3,24.2,0.069,4.96,9.74875,2,20,1,,
2017-01-05T00:00:00,0.147133333,12.77713333,0.030666667,28.03727273,193.325,9.775,0.06625,4.735,10.12208333,3,0,1,,
2017-01-05T04:00:00,0.142555556,32.81144444,0.032222222,27.66454545,149.05,15.3,0.06725,4.7925,10.03416667,3,4,1,,
2017-01-05T08:00:00,0.15,-9.1168,0.0382,32.78,153.525,12.125,0.066,4.7025,9.959583333,3,8,1,,
2017-01-05T12:00:00,0.142166667,2.240541667,0.034333333,33.90066667,611.75,13.125,0.06075,4.3525,10.6575,3,12,1,,
2017-01-05T16:00:00,0.143083333,73.48704167,0.03325,29.80352941,161,10.625,0.06625,4.72,10.51375,3,16,1,,
2017-01-05T20:00:00,0.12,83.718,0.05,28.89285714,92.55,20.2,0.0595,4.265,9.804166667,3,20,1,,
2017-01-06T00:00:00,0.1512,-7.9237,0.0323,27.70764706,174.3333333,13.16666667,0.064333333,4.586666667,10.04375,4,0,1,,
2017-01-06T04:00:00,0.149875,39.790875,0.03275,27.31111111,130.575,7.55,0.0645,4.6,10.38958333,4,4,1,,
2017-01-06T08:00:00,0.148333333,51.26316667,0.0345,30.54307692,88,6.6,0.06225,4.4175,10.0525,4,8,1,,
2017-01-06T12:00:00,0.146541667,-3.492875,0.036791667,34.05944444,112.2,7.3,0.062,4.42,10.52583333,4,12,1,,
2017-01-06T16:00:00,0.140125,58.27116667,0.031583333,32.12125,95.8,5.45,0.06275,4.47,10.70041667,4,16,1,,
2017-01-06T20:00:00,0.142333333,97.76416667,0.033833333,29.4155,88.86666667,13.66666667,0.064333333,4.586666667,9.918333333,4,20,1,,
2017-01-07T00:00:00,0.152571429,-30.47271429,0.035285714,28.16222222,183.75,8.4,0.0605,4.315,9.907083333,5,0,1,,
2017-01-07T04:00:00,0.149625,24.58229167,0.033833333,27.88733333,232.2,5.5,0.061,4.3675,10.71708333,5,4,1,,
2017-01-07T08:00:00,0.152642857,78.2635,0.034571429,31.11444444,84.875,15.675,0.0645,4.5975,10.19125,5,8,1,,
2017-01-07T12:00:00,0.146142857,-18.05657143,0.0395,34.71882353,106.3,11.45,0.05825,4.165,10.24541667,5,12,1,,
2017-01-07T16:00:00,0.141041667,42.21166667,0.033666667,31.99235294,143.425,7.6,0.11875,8.49,10.82083333,5,16,1,,
2017-01-07T20:00:00,0.149933333,140.7624667,0.032066667,29.23833333,90.625,63.85,0.063,4.5025,10.215,5,20,1,,
2017-01-08T00:00:00,0.16075,40.6065,0.03,28.79307692,88.8,100.225,0.05825,4.1525,9.972608696,6,0,1,,
2017-01-08T04:00:00,0.151833333,51.214625,0.031041667,28.62666667,76.9,71.33333333,0.065666667,4.706666667,10.95125,6,4,1,,
2017-01-08T08:00:00,0.15625,141.0780417,0.032625,29.82909091,65.95,63.15,0.064,4.585,10.58458333,6,8,1,,
2017-01-08T12:00:00,0.15775,60.34008333,0.034916667,32.10733333,75.15,62.475,0.066,4.695,10.17375,6,12,1,,
2017-01-08T16:00:00,0.151125,51.83679167,0.034291667,30.21611111,71.05,41.975,0.06475,4.62,10.92791667,6,16,1,,
2017-01-08T20:00:00,0.157526316,130.2958421,0.036,29.03,67.6,39.35,0.06575,4.685,10.38875,6,20,1,,
2017-01-09T00:00:00,0.16,-33.253,0.033,28.89923077,116.45,23.8,0.065,4.645,9.84125,0,0,1,,
2017-01-09T04:00:00,0.14975,-53.72354167,0.031625,28.43714286,364.2,15.75,0.0675,4.805,11.055,0,4,1,,
2017-01-09T08:00:00,0.150291667,125.23725,0.032791667,28.11782609,224.725,14.575,0.0725,5.1675,11.03333333,0,8,1,,
2017-01-09T12:00:00,0.157166667,65.69508333,0.031583333,31.75842105,89.65,13.875,0.0645,4.605,10.12416667,0,12,1,,
2017-01-09T16:00:00,0.150416667,13.871,0.030625,29.56947368,105.1,7.7,0.3115,22.2725,10.8575,0,16,1,,
2017-01-09T20:00:00,0.15426087,110.8106087,0.032086957,27.97,68.825,9.2,0.1395,9.9525,10.59291667,0,20,1,,
2017-01-10T00:00:00,0.151805435,3.955654348,0.030393478,27.62454545,87.16666667,15.76666667,0.065333333,4.656666667,9.85,1,0,1,,
2017-01-10T04:00:00,0.14935,-102.8993,0.0287,27.28166667,290.075,11.15,0.066,4.705,10.85833333,1,4,1,,
2017-01-10T08:00:00,0.146208333,182.1867083,0.029958333,28,340.9,37.55,0.061,4.345,11.495,1,8,1,,
2017-01-10T12:00:00,0.168041667,158.521,0.039458333,31.25105263,82.225,62.325,0.06375,4.555,10.61958333,1,12,1,,
2017-01-10T16:00:00,0.164458333,134.82075,0.036125,31.58352941,53.95,67.825,0.0635,4.5225,10.775,1,16,1,,
2017-01-10T20:00:00,0.162625,319.6607083,0.033333333,30.1225,42.05,155.075,0.06875,4.9075,11.16041667,1,20,1,,
2017-01-11T00:00:00,0.16925,393.2054583,0.036458333,29.52285714,40.65,134.75,0.06825,4.875,11.11125,2,0,1,,
2017-01-11T04:00:00,0.165,379.3383333,0.031,29.07333333,40.325,92.025,0.058,4.135,11.35541667,2,4,1,,
2017-01-11T08:00:00,0.14975,371.603875,0.025208333,34.05153846,40.43333333,79.03333333,0.065333333,4.64,11.82791667,2,8,1,,
2017-01-11T12:00:00,0.149875,395.450625,0.031208333,34.26333333,54.6,74.575,0.0625,4.47,11.36583333,2,12,1,,
2017-01-11T16:00:00,0.150375,314.22625,0.032875,32.409,49.625,42.175,0.06375,4.5275,11.075,2,16,1,,
2017-01-11T20:00:00,0.150541667,266.32475,0.034666667,30.63153846,50.75,30.225,0.0635,4.5275,11.13583333,2,20,1,,
2017-01-12T00:00:00,0.159375,232.143125,0.038625,29.74272727,53.5,31.1,0.06475,4.62,10.66666667,3,0,1,,
